Order Line;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Product ID;Sales;Quantity;Discount;Profit
1224;CA-2021-126004;04/12/2021;05/12/2021;First Class;BM-11140;TEC-AC-10001432;78.15;1;0;34.386
1225;CA-2021-126004;04/12/2021;05/12/2021;First Class;BM-11140;OFF-BI-10004656;1.728;1;0.2;0.6048
1226;CA-2021-126004;04/12/2021;05/12/2021;First Class;BM-11140;OFF-PA-10001685;40.56;4;0;198.744
1227;CA-2021-126004;04/12/2021;05/12/2021;First Class;BM-11140;OFF-ST-10001418;182.94;3;0;36.588
1228;CA-2021-126004;04/12/2021;05/12/2021;First Class;BM-11140;OFF-ST-10000676;193.86;2;0;116.316
1229;CA-2022-100013;06/11/2022;11/11/2022;Standard Class;ZC-21910;OFF-EN-10001219;15.28;2;0;74.872
1230;CA-2022-100013;06/11/2022;11/11/2022;Standard Class;ZC-21910;FUR-FU-10001424;8.73;1;0;29.682
1231;CA-2022-100013;06/11/2022;11/11/2022;Standard Class;ZC-21910;OFF-AR-10001022;5.68;2;0;17.608
1232;CA-2020-132570;31/10/2020;02/11/2020;Second Class;KT-16480;OFF-AR-10000369;2.78;2;0;0.7228
1233;CA-2020-132570;31/10/2020;02/11/2020;Second Class;KT-16480;OFF-EN-10003055;79.96;2;0;35.982
1234;CA-2021-153682;30/05/2021;01/06/2021;First Class;BG-11695;TEC-CO-10001046;839.988;2;0.4;69.999
1235;CA-2021-144344;28/10/2021;28/10/2021;Same Day;PG-18820;FUR-FU-10000076;47.952;3;0.2;137.862
1236;CA-2021-144344;28/10/2021;28/10/2021;Same Day;PG-18820;OFF-BI-10003719;37.425;5;0.7;-29.94
1237;CA-2021-144344;28/10/2021;28/10/2021;Same Day;PG-18820;FUR-FU-10003268;63.968;2;0.2;0
1238;CA-2021-144344;28/10/2021;28/10/2021;Same Day;PG-18820;FUR-FU-10003553;165.048;3;0.2;41.262
1239;CA-2019-127012;11/08/2019;15/08/2019;Standard Class;GM-14680;FUR-FU-10003691;12.35;1;0;5.434
1240;CA-2019-127012;11/08/2019;15/08/2019;Standard Class;GM-14680;OFF-AR-10003903;40.97;1;0;106.522
1241;CA-2019-127012;11/08/2019;15/08/2019;Standard Class;GM-14680;OFF-FA-10004854;22.96;2;0;107.912
1242;CA-2021-128727;29/08/2021;04/09/2021;Standard Class;MO-17800;TEC-PH-10003442;22;4;0;5.5
1243;US-2021-162859;15/02/2021;22/02/2021;Standard Class;PG-18820;OFF-BI-10004519;398.352;3;0.2;124.485
1244;US-2021-162859;15/02/2021;22/02/2021;Standard Class;PG-18820;OFF-FA-10000304;8.72;4;0;35.752
1245;CA-2022-133641;14/05/2022;21/05/2022;Standard Class;EJ-14155;OFF-EN-10004955;48.69;9;0;238.581
1246;CA-2019-168494;12/12/2019;14/12/2019;Second Class;NP-18700;FUR-TA-10004619;764.688;6;0.2;95.586
1247;CA-2019-168494;12/12/2019;14/12/2019;Second Class;NP-18700;FUR-TA-10003473;3.610.848;12;0.2;1.354.068
1248;CA-2019-168494;12/12/2019;14/12/2019;Second Class;NP-18700;FUR-BO-10004467;2.549.745;3;0.15;119.988
1249;CA-2022-115602;18/12/2022;24/12/2022;Standard Class;DJ-13630;OFF-AR-10002280;38.82;6;0;17.469
1250;CA-2022-115602;18/12/2022;24/12/2022;Standard Class;DJ-13630;FUR-CH-10001708;1.141.938;9;0.1;1.395.702
1251;CA-2022-115602;18/12/2022;24/12/2022;Standard Class;DJ-13630;OFF-AP-10000891;1704.56;13;0;511.368
1252;CA-2022-115602;18/12/2022;24/12/2022;Standard Class;DJ-13630;OFF-AR-10000462;3.2;2;0;1.376
1253;CA-2020-154956;04/07/2020;09/07/2020;Standard Class;IM-15070;TEC-PH-10004165;1099.96;4;0;2.859.896
1254;CA-2022-144638;10/03/2022;14/03/2022;Standard Class;MH-18115;OFF-AR-10003958;5.248;2;0.2;0.5904
1255;CA-2022-144638;10/03/2022;14/03/2022;Standard Class;MH-18115;TEC-PH-10000149;35.91;3;0.4;-8.379
1256;CA-2022-144638;10/03/2022;14/03/2022;Standard Class;MH-18115;FUR-FU-10003724;6.696;1;0.2;0.5022
1257;CA-2022-144638;10/03/2022;14/03/2022;Standard Class;MH-18115;FUR-FU-10003535;43.872;2;0.2;115.164
1258;US-2021-168620;24/12/2021;28/12/2021;Second Class;RB-19795;OFF-BI-10001575;27.882;3;0.7;-204.468
1259;US-2021-168620;24/12/2021;28/12/2021;Second Class;RB-19795;OFF-ST-10003716;540.048;3;0.2;-472.542
1260;US-2021-168620;24/12/2021;28/12/2021;Second Class;RB-19795;TEC-AC-10004469;255.68;8;0.2;76.704
1261;CA-2022-117079;23/10/2022;27/10/2022;Standard Class;JR-15700;TEC-PH-10004586;863.88;3;0.2;107.985
1262;US-2021-144393;28/10/2021;04/11/2021;Standard Class;SM-20950;OFF-BI-10004236;17.616;4;0.7;-140.928
1263;CA-2022-105053;07/07/2022;09/07/2022;Second Class;CS-12355;OFF-BI-10001634;17.472;3;0.2;63.336
1264;CA-2021-155992;01/10/2021;02/10/2021;First Class;CC-12220;TEC-PH-10000215;69.9;2;0;18.873
1265;CA-2021-155992;01/10/2021;02/10/2021;First Class;CC-12220;FUR-FU-10003724;41.85;5;0;10.881
1266;CA-2022-110380;02/09/2022;07/09/2022;Standard Class;PF-19225;OFF-AR-10000422;6.57;3;0;17.739
1267;US-2019-167738;24/12/2019;29/12/2019;Standard Class;JC-16105;OFF-ST-10003306;142.86;1;0;414.294
1268;US-2019-167738;24/12/2019;29/12/2019;Standard Class;JC-16105;FUR-CH-10001146;292.272;6;0.2;18.267
1269;CA-2022-121412;23/09/2022;27/09/2022;Standard Class;BG-11695;FUR-FU-10000246;29.328;3;0.2;3.666
1270;CA-2022-100426;04/06/2022;08/06/2022;Standard Class;DC-12850;OFF-PA-10002870;12.48;2;0;5.616
1271;US-2021-103646;21/04/2021;26/04/2021;Standard Class;SP-20545;OFF-ST-10000563;102.336;4;0.2;-12.792
1272;US-2021-103646;21/04/2021;26/04/2021;Standard Class;SP-20545;OFF-AP-10004487;48.792;3;0.8;-1.268.592
1273;US-2021-103646;21/04/2021;26/04/2021;Standard Class;SP-20545;OFF-BI-10002854;44.848;8;0.8;-67.272
1274;CA-2021-119186;26/05/2021;26/05/2021;Same Day;MS-17710;OFF-PA-10004621;10.368;2;0.2;36.288
1275;CA-2021-119186;26/05/2021;26/05/2021;Same Day;MS-17710;FUR-CH-10001973;388.43;5;0.3;-88.784
1276;CA-2021-119186;26/05/2021;26/05/2021;Same Day;MS-17710;OFF-PA-10004040;14.352;3;0.2;52.026
1277;CA-2021-119186;26/05/2021;26/05/2021;Same Day;MS-17710;TEC-AC-10000580;63.992;1;0.2;-71.991
1278;CA-2021-148698;02/05/2021;07/05/2021;Standard Class;BD-11770;OFF-AR-10004022;86.352;3;0.2;5.397
1279;CA-2019-163293;08/09/2019;11/09/2019;First Class;KC-16255;TEC-AC-10004209;32.97;3;0;128.583
1280;CA-2019-163293;08/09/2019;11/09/2019;First Class;KC-16255;TEC-AC-10000023;83.88;4;0;301.968
1281;CA-2021-160815;05/09/2021;06/09/2021;First Class;TR-21325;TEC-PH-10003505;278.4;3;0;80.736
1282;CA-2022-122154;09/04/2022;11/04/2022;First Class;SA-20830;OFF-LA-10000121;15.12;3;0.2;4.914
1283;CA-2022-122154;09/04/2022;11/04/2022;First Class;SA-20830;OFF-BI-10002026;17.43;1;0.7;-13.363
1284;CA-2022-122154;09/04/2022;11/04/2022;First Class;SA-20830;OFF-PA-10000994;251.64;3;0.2;88.074
1285;US-2020-149692;06/12/2020;12/12/2020;Standard Class;KW-16435;OFF-BI-10002813;2.772;7;0.8;-4.851
1286;CA-2021-119445;26/06/2021;03/07/2021;Standard Class;GM-14500;OFF-ST-10000617;14.9;5;0;1.043
1287;CA-2020-124268;04/07/2020;08/07/2020;Standard Class;AD-10180;OFF-AR-10004817;15.48;3;0;44.892
1288;CA-2021-154711;22/11/2021;26/11/2021;Standard Class;TB-21355;FUR-FU-10000397;39.88;2;0;111.664
1289;CA-2021-154711;22/11/2021;26/11/2021;Standard Class;TB-21355;OFF-BI-10000605;12.192;4;0.2;41.148
1290;CA-2021-154711;22/11/2021;26/11/2021;Standard Class;TB-21355;OFF-AR-10001860;20.82;3;0;74.952
1291;CA-2021-163384;10/11/2021;12/11/2021;First Class;CC-12430;OFF-BI-10004970;13.216;4;0.2;44.604
1292;CA-2021-163384;10/11/2021;12/11/2021;First Class;CC-12430;OFF-PA-10003172;32.4;5;0;15.552
1293;CA-2020-101707;27/08/2020;01/09/2020;Standard Class;PF-19165;OFF-SU-10001218;32.94;3;0;92.232
1294;CA-2020-101707;27/08/2020;01/09/2020;Standard Class;PF-19165;OFF-PA-10002968;114.2;5;0;52.532
1295;CA-2020-101707;27/08/2020;01/09/2020;Standard Class;PF-19165;OFF-LA-10000134;3.08;1;0;14.784
1296;CA-2020-138898;25/05/2020;29/05/2020;Standard Class;JH-16180;OFF-AP-10004487;845.728;13;0.2;845.728
1297;CA-2022-115427;30/12/2022;03/01/2023;Standard Class;EB-13975;OFF-BI-10002103;13.904;2;0.2;45.188
1298;CA-2022-115427;30/12/2022;03/01/2023;Standard Class;EB-13975;OFF-BI-10004632;20.72;2;0.2;6.475
1299;CA-2021-134425;08/12/2021;12/12/2021;Second Class;QJ-19255;TEC-PH-10003555;114.95;5;0;2.299
1300;CA-2020-121391;04/10/2020;07/10/2020;First Class;AA-10315;OFF-ST-10001590;26.96;2;0;70.096
1301;CA-2021-137043;23/12/2021;25/12/2021;Second Class;LC-17140;FUR-FU-10003664;572.76;6;0;1.661.004
1302;CA-2021-137043;23/12/2021;25/12/2021;Second Class;LC-17140;FUR-FU-10003664;286.38;3;0;830.502
1303;CA-2020-115847;19/09/2020;24/09/2020;Second Class;TC-21535;FUR-BO-10003433;61.96;2;0;43.372
1304;US-2022-126179;03/07/2022;07/07/2022;Standard Class;CS-12460;FUR-FU-10002554;23.99;1;0;55.177
1305;US-2022-126179;03/07/2022;07/07/2022;Standard Class;CS-12460;TEC-PH-10001557;287.97;3;0;777.519
1306;CA-2021-101966;14/07/2021;16/07/2021;Second Class;BM-11785;TEC-PH-10003437;419.944;7;0.2;52.493
1307;CA-2021-141397;20/06/2021;21/06/2021;First Class;RC-19825;OFF-PA-10002986;46.76;7;0;224.448
1308;CA-2021-141397;20/06/2021;21/06/2021;First Class;RC-19825;OFF-BI-10000320;17.712;3;0.2;64.206
1309;CA-2021-141397;20/06/2021;21/06/2021;First Class;RC-19825;OFF-AP-10003971;21.78;2;0;56.628
1310;CA-2021-141397;20/06/2021;21/06/2021;First Class;RC-19825;OFF-ST-10001469;161.94;3;0;97.164
1311;CA-2021-141397;20/06/2021;21/06/2021;First Class;RC-19825;FUR-CH-10003846;161.568;2;0.2;-80.784
1312;CA-2021-141082;09/12/2021;13/12/2021;Standard Class;FM-14380;OFF-LA-10001404;3.69;1;0;17.343
1313;CA-2021-141082;09/12/2021;13/12/2021;Standard Class;FM-14380;OFF-LA-10001474;122.12;4;0;561.752
1314;US-2021-134488;24/09/2021;01/10/2021;Standard Class;PK-19075;FUR-CH-10003199;155.372;2;0.3;-133.176
1315;CA-2021-145919;18/12/2021;23/12/2021;Standard Class;HG-14965;OFF-PA-10003072;38.88;6;0;186.624
1316;CA-2021-145919;18/12/2021;23/12/2021;Standard Class;HG-14965;FUR-FU-10004960;183.84;8;0;625.056
1317;CA-2021-145919;18/12/2021;23/12/2021;Standard Class;HG-14965;OFF-SU-10003505;579.3;5;0;28.965
1318;CA-2022-157651;10/12/2022;14/12/2022;Standard Class;HA-14920;TEC-AC-10003116;14.2;1;0.2;33.725
1319;CA-2019-160773;01/07/2019;05/07/2019;Standard Class;LW-16825;TEC-PH-10004586;575.92;2;0.2;71.99
1320;CA-2019-160773;01/07/2019;05/07/2019;Standard Class;LW-16825;OFF-BI-10000546;5.184;6;0.7;-36.288
1321;CA-2022-167703;03/02/2022;08/02/2022;Standard Class;MC-17575;OFF-BI-10002071;5.229;3;0.7;-41.832
1322;CA-2022-167703;03/02/2022;08/02/2022;Standard Class;MC-17575;OFF-ST-10001490;285.552;2;0.2;35.694
1323;CA-2022-121804;03/03/2022;08/03/2022;Standard Class;LP-17095;OFF-AP-10004859;72.8;5;0;19.656
1324;CA-2022-162635;09/10/2022;10/10/2022;First Class;EB-14170;OFF-PA-10002659;10.816;4;0.2;35.152
1325;CA-2019-107153;28/09/2019;03/10/2019;Standard Class;GZ-14545;OFF-ST-10001321;46.26;3;0;124.902
1326;US-2019-117058;27/05/2019;30/05/2019;First Class;LE-16810;OFF-BI-10004139;17.46;6;0.8;-30.555
1327;CA-2020-120439;14/06/2020;18/06/2020;Standard Class;AD-10180;FUR-FU-10001867;51.072;6;0.2;51.072
1328;CA-2021-128258;30/03/2021;01/04/2021;First Class;CP-12085;OFF-PA-10004156;11.34;1;0;55.566
1329;CA-2022-106033;15/10/2022;18/10/2022;Second Class;FG-14260;OFF-AR-10002818;87.92;4;0;26.376
1330;CA-2021-142762;23/05/2021;27/05/2021;Standard Class;LD-17005;FUR-FU-10003691;37.05;3;0;16.302
1331;CA-2022-127705;02/06/2022;06/06/2022;Standard Class;AB-10255;TEC-PH-10000347;2.97;1;0.4;-0.6435
1332;CA-2022-127705;02/06/2022;06/06/2022;Standard Class;AB-10255;OFF-ST-10004507;27.44;2;0.2;2.401
1333;CA-2019-122567;16/02/2019;21/02/2019;Standard Class;MN-17935;OFF-BI-10002012;1.08;3;0.8;-1.728
1334;CA-2019-122567;16/02/2019;21/02/2019;Standard Class;MN-17935;OFF-AP-10001303;7.96;2;0.8;-13.93
1335;CA-2019-121664;06/05/2019;10/05/2019;Standard Class;HP-14815;OFF-BI-10003684;140.736;8;0.2;52.776
1336;CA-2021-122133;16/05/2021;23/05/2021;Standard Class;JR-15670;OFF-ST-10002574;552.56;4;0;0
1337;US-2022-123281;02/04/2022;07/04/2022;Standard Class;JF-15190;FUR-FU-10003724;25.11;3;0;65.286
1338;CA-2022-100524;31/03/2022;02/04/2022;Second Class;CM-12115;FUR-FU-10004018;29.78;2;0;80.406
1339;CA-2022-100524;31/03/2022;02/04/2022;Second Class;CM-12115;TEC-PH-10002549;677.58;3;0;1.761.708
1340;CA-2022-100524;31/03/2022;02/04/2022;Second Class;CM-12115;OFF-PA-10004911;75.04;8;0;360.192
1341;CA-2022-113481;02/01/2022;04/01/2022;First Class;AS-10045;TEC-MA-10002178;695.7;2;0.5;-27.828
1342;CA-2022-113481;02/01/2022;04/01/2022;First Class;AS-10045;OFF-BI-10003694;15.66;5;0.7;-12.528
1343;CA-2022-113481;02/01/2022;04/01/2022;First Class;AS-10045;OFF-BI-10000474;28.854;6;0.7;-211.596
1344;CA-2020-131758;28/05/2020;01/06/2020;Standard Class;KB-16315;OFF-AR-10000411;47.82;3;0;14.346
1345;CA-2020-131758;28/05/2020;01/06/2020;Standard Class;KB-16315;OFF-LA-10000262;13.05;5;0;6.003
1346;CA-2019-118339;17/03/2019;24/03/2019;Standard Class;BN-11515;OFF-AP-10001154;93.78;2;0;365.742
1347;CA-2019-118339;17/03/2019;24/03/2019;Standard Class;BN-11515;OFF-PA-10000466;47.18;7;0;23.59
1348;CA-2019-118339;17/03/2019;24/03/2019;Standard Class;BN-11515;OFF-AR-10003829;19.68;6;0;57.072
1349;CA-2019-118339;17/03/2019;24/03/2019;Standard Class;BN-11515;OFF-BI-10001758;53.4;10;0;25.098
1350;CA-2019-118339;17/03/2019;24/03/2019;Standard Class;BN-11515;OFF-BI-10000136;35.88;6;0;172.224
1351;CA-2019-153976;03/10/2019;08/10/2019;Second Class;BP-11290;FUR-CH-10002880;258.279;3;0.3;-701.043
1352;CA-2021-162901;28/03/2021;31/03/2021;First Class;AS-10045;OFF-ST-10000649;31.4;2;0;7.85
1353;CA-2022-162978;04/05/2022;09/05/2022;Standard Class;LW-16990;TEC-PH-10003092;183.96;5;0.2;206.955
1354;CA-2022-162978;04/05/2022;09/05/2022;Standard Class;LW-16990;OFF-PA-10002250;17.61;3;0;84.528
1355;CA-2022-162978;04/05/2022;09/05/2022;Standard Class;LW-16990;FUR-TA-10003473;300.904;1;0.2;112.839
1356;US-2019-160444;05/07/2019;05/07/2019;Same Day;DC-12850;OFF-ST-10001522;220.776;3;0.2;-441.552
1357;US-2019-160444;05/07/2019;05/07/2019;Same Day;DC-12850;OFF-ST-10000563;281.424;11;0.2;-35.178
1358;CA-2021-145247;05/05/2021;07/05/2021;First Class;ND-18370;OFF-PA-10003641;79.14;3;0;364.044
1359;CA-2022-160045;26/04/2022;27/04/2022;First Class;LB-16735;FUR-FU-10000010;1.988;1;0.6;-14.413
1360;US-2019-151925;26/09/2019;01/10/2019;Second Class;KT-16465;FUR-CH-10002961;145.568;2;0.2;0
1361;CA-2022-125199;19/10/2022;25/10/2022;Standard Class;HM-14860;OFF-AR-10002956;123.256;7;0.2;92.442
1362;CA-2022-125199;19/10/2022;25/10/2022;Standard Class;HM-14860;OFF-PA-10004041;23.68;4;0.2;7.4
1363;CA-2022-125199;19/10/2022;25/10/2022;Standard Class;HM-14860;TEC-PH-10001336;309.576;4;0.4;-567.556
1364;US-2022-155425;10/11/2022;11/11/2022;First Class;AB-10600;OFF-BI-10001036;38.388;14;0.7;-25.592
1365;US-2022-155425;10/11/2022;11/11/2022;First Class;AB-10600;TEC-MA-10003183;95.994;2;0.7;-63.996
1366;US-2022-155425;10/11/2022;11/11/2022;First Class;AB-10600;TEC-AC-10001314;239.952;6;0.2;-359.928
1367;US-2022-155425;10/11/2022;11/11/2022;First Class;AB-10600;TEC-PH-10002563;202.084;2;0.2;151.188
1368;US-2022-155425;10/11/2022;11/11/2022;First Class;AB-10600;FUR-CH-10003312;899.136;4;0.2;-1.461.096
1369;CA-2022-133249;08/07/2022;11/07/2022;First Class;SZ-20035;FUR-FU-10001588;145.9;5;0;62.737
1370;US-2020-103471;24/12/2020;28/12/2020;Standard Class;JR-15670;FUR-BO-10002613;590.058;7;0.7;-786.744
1371;US-2020-103471;24/12/2020;28/12/2020;Standard Class;JR-15670;OFF-AR-10003405;14.04;3;0.2;15.795
1372;CA-2022-136672;07/03/2022;12/03/2022;Standard Class;MG-17890;TEC-AC-10004510;49.08;3;0;4.908
1373;US-2019-157021;01/04/2019;06/04/2019;Second Class;KM-16720;OFF-LA-10002312;29.6;2;0;14.8
1374;US-2019-157021;01/04/2019;06/04/2019;Second Class;KM-16720;OFF-BI-10000042;17.088;4;0.2;55.536
1375;CA-2020-120362;14/09/2020;19/09/2020;Standard Class;CA-12265;FUR-TA-10003008;912.75;5;0;1.186.575
1376;CA-2019-126361;04/08/2019;09/08/2019;Second Class;VD-21670;OFF-AP-10003590;1089.75;3;0;305.13
1377;CA-2019-126361;04/08/2019;09/08/2019;Second Class;VD-21670;OFF-PA-10000806;447.84;8;0;2.194.416
1378;CA-2019-126361;04/08/2019;09/08/2019;Second Class;VD-21670;OFF-AR-10000896;16.4;5;0;4.264
1379;CA-2019-126361;04/08/2019;09/08/2019;Second Class;VD-21670;TEC-PH-10002310;399.96;5;0.2;349.965
1380;CA-2019-126361;04/08/2019;09/08/2019;Second Class;VD-21670;OFF-ST-10002289;158.9;5;0;7.945
1381;CA-2019-126361;04/08/2019;09/08/2019;Second Class;VD-21670;OFF-BI-10002852;13.184;1;0.2;47.792
1382;US-2021-100566;03/09/2021;09/09/2021;Standard Class;JK-16120;FUR-FU-10003394;83.952;3;0.6;-902.484
1383;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;OFF-ST-10002344;80.98;1;0;16.196
1384;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;OFF-PA-10001289;348.84;9;0;1.709.316
1385;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;OFF-FA-10000053;9.45;5;0;0.189
1386;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;FUR-FU-10004091;18.84;3;0;71.592
1387;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;FUR-BO-10004015;239.98;2;0;527.956
1388;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;OFF-EN-10003001;167.96;2;0;789.412
1389;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;TEC-PH-10000215;104.85;3;0;283.095
1390;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;TEC-PH-10003645;484.83;3;0;1.260.558
1391;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;OFF-PA-10000357;122.97;3;0;602.553
1392;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;OFF-ST-10004804;154.44;3;0;15.444
1393;US-2021-108504;05/02/2021;05/02/2021;Same Day;PP-18955;OFF-PA-10003892;342.37;7;0;1.609.139
1394;CA-2022-124828;03/07/2022;04/07/2022;First Class;YS-21880;OFF-AR-10003514;9.552;3;0.2;15.522
1395;US-2022-117247;09/10/2022;14/10/2022;Standard Class;CK-12760;FUR-TA-10002958;652.45;5;0.5;-430.617
1396;US-2022-117247;09/10/2022;14/10/2022;Standard Class;CK-12760;FUR-TA-10001676;66.645;3;0.5;-426.528
1397;CA-2021-124485;24/11/2021;26/11/2021;First Class;NC-18340;OFF-BI-10000822;17.216;4;0.2;60.256
1398;CA-2021-124485;24/11/2021;26/11/2021;First Class;NC-18340;OFF-PA-10004971;11.56;2;0;56.644
1399;CA-2021-124485;24/11/2021;26/11/2021;First Class;NC-18340;TEC-AC-10002323;88.4;4;0;11.492
1400;CA-2021-124485;24/11/2021;26/11/2021;First Class;NC-18340;OFF-PA-10004888;6.48;1;0;31.104
1401;CA-2021-159212;01/11/2021;05/11/2021;Standard Class;KM-16375;TEC-PH-10003988;21.8;2;0;6.104
1402;CA-2021-159212;01/11/2021;05/11/2021;Standard Class;KM-16375;OFF-EN-10002230;251.79;3;0;1.183.413
1403;US-2021-161396;19/04/2021;25/04/2021;Standard Class;GM-14455;FUR-TA-10002622;205.176;2;0.4;-581.332
1404;US-2021-161396;19/04/2021;25/04/2021;Standard Class;GM-14455;OFF-PA-10000418;419.4;5;0.2;146.79
1405;US-2019-118486;06/04/2019;08/04/2019;First Class;SD-20485;OFF-SU-10004498;10.304;1;0.2;-21.896
1406;US-2019-118486;06/04/2019;08/04/2019;First Class;SD-20485;FUR-TA-10001039;154.764;3;0.4;-361.116
1407;US-2019-118486;06/04/2019;08/04/2019;First Class;SD-20485;TEC-AC-10004659;116.784;2;0.2;21.897
1408;CA-2021-130407;02/09/2021;06/09/2021;Standard Class;KD-16270;OFF-AR-10002240;75.48;2;0;196.248
1409;CA-2021-130407;02/09/2021;06/09/2021;Standard Class;KD-16270;FUR-FU-10001967;39.98;2;0;9.995
1410;US-2021-122245;25/09/2021;30/09/2021;Standard Class;AB-10105;FUR-TA-10002356;393.165;3;0.5;-2.044.458
1411;CA-2022-105144;04/11/2022;11/11/2022;Standard Class;SZ-20035;OFF-LA-10003923;23.68;2;0.2;8.88
1412;CA-2021-136329;09/07/2021;13/07/2021;Standard Class;JD-15895;FUR-CH-10002335;408.006;2;0.1;725.344
1413;CA-2021-136329;09/07/2021;13/07/2021;Standard Class;JD-15895;FUR-FU-10000723;165.28;4;0;148.752
1414;CA-2019-146640;30/06/2019;05/07/2019;Standard Class;HA-14905;OFF-BI-10002867;334.768;7;0.2;1.087.996
1415;CA-2022-115994;28/01/2022;31/01/2022;Second Class;BT-11305;TEC-AC-10000580;239.97;3;0;263.967
1416;CA-2022-115994;28/01/2022;31/01/2022;Second Class;BT-11305;FUR-FU-10003976;37.74;3;0;128.316
1417;CA-2020-126697;21/09/2020;24/09/2020;First Class;SV-20815;TEC-PH-10002922;946.344;7;0.2;118.293
1418;CA-2020-126697;21/09/2020;24/09/2020;First Class;SV-20815;TEC-AC-10004353;151.2;3;0.2;32.13
1419;CA-2020-126697;21/09/2020;24/09/2020;First Class;SV-20815;FUR-FU-10001706;4.928;4;0.6;-14.784
1420;CA-2020-124800;26/09/2020;30/09/2020;Standard Class;RW-19540;OFF-PA-10000501;86.272;4;0.2;312.736
1421;CA-2020-124800;26/09/2020;30/09/2020;Standard Class;RW-19540;OFF-BI-10000778;72.588;2;0.7;-48.392
1422;CA-2020-124800;26/09/2020;30/09/2020;Standard Class;RW-19540;OFF-AP-10004980;60.672;2;0.2;144.096
1423;CA-2020-124800;26/09/2020;30/09/2020;Standard Class;RW-19540;OFF-BI-10003984;77.031;9;0.7;-590.571
1424;CA-2020-124800;26/09/2020;30/09/2020;Standard Class;RW-19540;OFF-ST-10000798;119.904;6;0.2;-14.988
1425;CA-2020-124800;26/09/2020;30/09/2020;Standard Class;RW-19540;TEC-PH-10001750;263.96;5;0.2;230.965
1426;CA-2020-124800;26/09/2020;30/09/2020;Standard Class;RW-19540;OFF-ST-10002743;363.648;4;0.2;-863.664
1427;US-2020-164448;31/10/2020;04/11/2020;Second Class;DK-12835;OFF-BI-10002949;9.728;2;0.2;32.832
1428;US-2020-164448;31/10/2020;04/11/2020;Second Class;DK-12835;OFF-EN-10002600;14.75;5;0;7.08
1429;US-2020-164448;31/10/2020;04/11/2020;Second Class;DK-12835;OFF-BI-10003708;29.8;5;0.2;93.125
1430;US-2020-164448;31/10/2020;04/11/2020;Second Class;DK-12835;OFF-LA-10003510;427.42;14;0;1.966.132
1431;CA-2022-122700;26/11/2022;30/11/2022;Standard Class;LT-17110;TEC-PH-10003092;220.752;8;0.4;-404.712
1432;CA-2019-120768;19/12/2019;21/12/2019;Second Class;IM-15070;OFF-BI-10001191;152.76;6;0;748.524
1433;CA-2019-120768;19/12/2019;21/12/2019;Second Class;IM-15070;OFF-SU-10004115;7.27;1;0;19.629
1434;CA-2019-120768;19/12/2019;21/12/2019;Second Class;IM-15070;FUR-CH-10000513;1819.86;14;0;1.637.874
1435;US-2021-153129;26/12/2021;30/12/2021;Standard Class;FP-14320;OFF-PA-10003673;33.9;5;0;15.594
1436;CA-2022-106852;20/06/2022;27/06/2022;Standard Class;ST-20530;OFF-PA-10001639;31.104;6;0.2;108.864
1437;CA-2022-106852;20/06/2022;27/06/2022;Standard Class;ST-20530;OFF-AR-10003829;5.248;2;0.2;0.5904
1438;CA-2020-139731;15/10/2020;15/10/2020;Same Day;JE-15745;TEC-AC-10004975;263.88;3;0.2;428.805
1439;CA-2020-139731;15/10/2020;15/10/2020;Same Day;JE-15745;FUR-CH-10002024;2453.43;5;0.3;-350.49
1440;CA-2022-122735;12/04/2022;15/04/2022;Second Class;BD-11320;OFF-BI-10004364;29.7;5;0;13.365
1441;CA-2022-122735;12/04/2022;15/04/2022;Second Class;BD-11320;OFF-PA-10001712;39.96;4;0;17.982
1442;CA-2022-128160;19/12/2022;24/12/2022;Second Class;MM-17920;OFF-BI-10001510;36.672;2;0.2;11.46
1443;CA-2022-117695;05/08/2022;08/08/2022;First Class;PW-19030;OFF-PA-10002713;13.76;2;0;63.296
1444;CA-2020-166135;01/10/2020;06/10/2020;Standard Class;SC-20440;OFF-ST-10002974;139.424;4;0.2;17.428
1445;CA-2021-133725;23/05/2021;28/05/2021;Standard Class;KL-16645;TEC-PH-10004165;1.979.928;9;0.2;1.484.946
1446;CA-2022-102337;13/06/2022;16/06/2022;First Class;SD-20485;OFF-ST-10004804;164.736;4;0.2;-391.248
1447;CA-2022-102337;13/06/2022;16/06/2022;First Class;SD-20485;FUR-CH-10004289;470.302;7;0.3;-873.418
1448;CA-2022-102337;13/06/2022;16/06/2022;First Class;SD-20485;TEC-PH-10002564;47.984;2;0.2;5.998
1449;US-2019-112564;23/04/2019;24/04/2019;First Class;TS-21160;OFF-BI-10004876;2.502;3;0.7;-17.514
